 # Id   alpha  r  the  phi  sigma_r   sigma_h   score #
 #  0 generation.# 
  29  10  74  42  519  1571.43  71428.6  0.000287589
  30  10  74  42  519  1857.14  71428.6  0.000521892
  31  50  74  28  519  3000  71428.6  3.87631e-05
  32  10  80  42  519  1857.14  71428.6  3.99787e-05
  33  30  80  42  570  1857.14  71428.6  4.27074e-05
  34  10  74  42  519  1857.14  71428.6  0.000521892
  35  10  74  71  545  1857.14  71428.6  0.000188058
  36  10  74  28  519  1857.14  71428.6  0.000402204
  37  10  74  42  622  1857.14  57142.9  4.36375e-05
  38  10  74  42  519  1857.14  71428.6  0.000521892
  39  10  74  28  519  1857.14  71428.6  0.000402204
  40  0  71  85  519  2714.29  71428.6  3.23317e-05
  41  10  74  100  570  1857.14  71428.6  8.658e-05
  42  10  71  28  519  1857.14  71428.6  8.69049e-05
  43  10  74  100  570  1857.14  71428.6  8.658e-05
  44  10  74  42  519  1857.14  71428.6  0.000521892
  45  10  80  28  519  1285.71  14285.7  3.2458e-05

 #  44 generation.# 
  0  10  74  42  506  1857.14  57142.9  0.000530261
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  10  74  42  519  1857.14  71428.6  0.000521892
  3  10  74  42  519  1857.14  71428.6  0.000521892
  4  10  72  42  519  1571.43  71428.6  0.000169352
  5  10  72  28  519  1857.14  100000  4.66563e-05
  6  10  74  42  519  1857.14  71428.6  0.000521892
  7  10  74  42  519  1857.14  71428.6  0.000521892
  8  10  74  42  519  1857.14  71428.6  0.000521892
  9  10  74  14  519  1857.14  71428.6  0.000298461
  10  10  74  42  622  1571.43  71428.6  5.18324e-05
  11  10  74  42  519  1857.14  100000  6.833e-05
  12  10  74  42  570  3000  71428.6  0.00011711
  13  10  74  28  519  1285.71  71428.6  0.00016366
  14  10  74  42  506  1857.14  57142.9  0.000530261
  15  50  74  28  519  3000  42857.1  6.30625e-05
  16  10  74  14  519  1571.43  71428.6  0.000231916
  17  10  74  28  622  1857.14  71428.6  5.38169e-05
  18  10  74  42  519  1857.14  71428.6  0.000521892
  19  90  74  42  519  1857.14  100000  2.84399e-05
  20  10  74  42  519  1857.14  71428.6  0.000521892
  21  10  74  42  519  1571.43  71428.6  0.000287589
  22  10  74  42  519  1857.14  14285.7  2.74989e-05
  23  10  74  100  545  1857.14  71428.6  0.000125433
  24  10  71  28  519  1857.14  71428.6  8.69049e-05
  25  50  74  28  519  1857.14  71428.6  5.32754e-05
  26  10  74  28  519  1857.14  71428.6  0.000402204
  27  10  74  42  519  1285.71  71428.6  0.000172582
  28  10  72  28  519  1571.43  71428.6  0.000154124
  29  10  74  28  506  1857.14  71428.6  0.000133215
  30  10  74  42  519  1857.14  71428.6  0.000521892
  31  10  74  42  519  3000  71428.6  0.000144296
  32  10  74  42  519  1571.43  71428.6  0.000287589
  33  10  71  71  506  1857.14  71428.6  0.00010358
  34  10  74  42  622  1857.14  71428.6  5.42659e-05
  35  10  72  42  467  1285.71  57142.9  0.000154448
  36  10  72  100  570  1285.71  71428.6  7.16094e-05
  37  10  71  42  545  1857.14  57142.9  7.03113e-05
  38  10  72  85  570  1000  71428.6  6.51723e-05
  39  10  74  28  622  1857.14  71428.6  5.38169e-05
  40  10  74  42  519  1857.14  71428.6  0.000521892
  41  90  71  100  674  1857.14  71428.6  2.61664e-05
  42  50  72  42  519  1857.14  71428.6  3.62602e-05
  43  10  74  42  570  1857.14  71428.6  0.000107012
  44  10  74  28  519  3000  71428.6  0.000146357
  45  10  71  100  519  1857.14  14285.7  3.00555e-05

 #  45 generation.# 
  0  10  74  42  506  1857.14  57142.9  0.000530261
  1  10  74  42  506  1857.14  57142.9  0.000530261
  2  10  74  28  519  3000  71428.6  0.000146357
  3  10  72  42  506  1571.43  71428.6  0.000153899
  4  10  74  42  519  1857.14  71428.6  0.000521892
  5  10  74  42  519  1857.14  71428.6  0.000521892
  6  10  74  42  622  1857.14  71428.6  5.42659e-05
  7  10  80  42  312  1857.14  71428.6  3.11991e-05
  8  10  74  42  519  1857.14  71428.6  0.000521892
  9  10  74  42  519  1857.14  71428.6  0.000521892
  10  10  74  100  519  1857.14  71428.6  0.000236144
  11  10  74  42  519  1857.14  71428.6  0.000521892
  12  10  74  42  519  1857.14  71428.6  0.000521892
  13  10  74  28  570  1857.14  14285.7  3.29448e-05
  14  10  74  42  519  1857.14  71428.6  0.000521892
  15  10  74  42  519  1857.14  100000  6.833e-05
  16  0  74  42  506  1857.14  71428.6  3.23317e-05
  17  10  74  42  519  1571.43  14285.7  2.90524e-05
  18  10  74  42  312  1857.14  71428.6  3.68026e-05
  19  10  74  100  622  1571.43  71428.6  4.76449e-05
  20  10  74  42  519  1857.14  71428.6  0.000521892
  21  10  74  28  519  1285.71  71428.6  0.00016366
  22  10  74  42  506  1857.14  71428.6  0.000151929
  23  10  74  42  519  1571.43  71428.6  0.000287589
  24  10  74  42  519  1857.14  57142.9  0.000190282
  25  10  74  42  519  1857.14  71428.6  0.000521892
  26  10  74  42  545  1857.14  71428.6  0.000200998
  27  10  74  42  545  1857.14  71428.6  0.000200998
  28  10  74  42  519  1857.14  71428.6  0.000521892
  29  10  74  42  519  1571.43  71428.6  0.000287589
  30  10  74  42  519  1857.14  71428.6  0.000521892
  31  10  71  42  570  1857.14  71428.6  6.91594e-05
  32  10  74  42  519  1285.71  100000  9.87263e-05
  33  30  74  28  519  1285.71  71428.6  0.000103074
  34  50  72  42  570  1285.71  71428.6  5.38895e-05
  35  10  74  42  519  1857.14  100000  6.833e-05
  36  10  80  42  519  1857.14  71428.6  3.99787e-05
  37  10  80  42  519  1857.14  100000  4.32304e-05
  38  10  72  28  519  1571.43  71428.6  0.000154124
  39  10  74  42  506  1857.14  71428.6  0.000151929
  40  10  74  42  519  1857.14  71428.6  0.000521892
  41  50  74  28  519  1857.14  71428.6  5.32754e-05
  42  10  74  42  519  1857.14  71428.6  0.000521892
  43  0  74  85  519  3000  71428.6  3.23317e-05
  44  10  74  42  506  1857.14  57142.9  0.000530261
  45  10  74  42  519  1857.14  71428.6  0.000521892

 #  46 generation.# 
